REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected,Houses_damaged,Houses_destroyed
Eastern,AF06,Nangarhar,AF0601,Jalalabad,26-08-2022,Flood / flash flood,0,0,45,315,45,0
Eastern,AF06,Nangarhar,AF0617,Muhmand Dara,26-08-2022,Flood / flash flood,0,0,5,35,5,0
Eastern,AF15,Kunar,AF1508,Barkunar,26-08-2022,Flood / flash flood,0,0,19,133,9,10
Eastern,AF15,Kunar,AF1503,Watapur,26-08-2022,Flood / flash flood,0,0,24,168,9,15
Eastern,AF15,Kunar,AF1507,Dara-e-Pech,26-08-2022,Flood / flash flood,0,0,3,21,3,0
Eastern,AF15,Kunar,AF1509,Chawkay,26-08-2022,Flood / flash flood,0,0,8,56,6,2
Eastern,AF15,Kunar,AF1501,Asadabad,26-08-2022,Flood / flash flood,0,0,7,49,7,0
Eastern,AF15,Kunar,AF1509,Chawkay,04-09-2022,Earthquake,0,4,26,182,15,6
Eastern,AF15,Kunar,AF1514,Nurgal,05-09-2022,Earthquake,5,49,659,5622,244,415
Eastern,AF06,Nangarhar,AF0612,Dara-e-Nur,05-09-2022,Earthquake,0,0,165,1155,159,6
Eastern,AF07,Laghman,AF0704,Alingar,05-09-2022,Earthquake,0,0,4,28,4,0
Eastern,AF06,Nangarhar,AF0605,Kama,05-09-2022,Earthquake,0,0,12,84,10,2
Eastern,AF15,Kunar,AF1510,Khaskunar,19-09-2022,Earthquake,0,1,25,175,21,5
